SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
105246.0,0.0,Cash loans,M,N,Y,1.0,144000.0,253737.0,18517.5,229500.0,Family,Working,Incomplete higher,Married,House / apartment,-15689.0,-1632.0,Laborers,3.0,3.0,,0.377290129,0.694092643
105247.0,1.0,Cash loans,F,N,N,0.0,90000.0,612612.0,29601.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-17535.0,-353.0,,2.0,2.0,,0.237603649,0.014148266
105250.0,0.0,Cash loans,F,N,Y,0.0,67500.0,634482.0,18679.5,454500.0,Children,Working,Secondary / secondary special,Single / not married,House / apartment,-23589.0,-1311.0,Medicine staff,1.0,3.0,,0.467285581,0.652896552
105251.0,0.0,Cash loans,M,Y,Y,1.0,225000.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10920.0,-2284.0,Laborers,3.0,2.0,0.281069987,0.398039722,0.739411754
105252.0,0.0,Cash loans,M,Y,Y,0.0,157500.0,545040.0,35617.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11121.0,-1210.0,Laborers,2.0,3.0,,0.603110787,0.622922
105253.0,0.0,Cash loans,M,Y,Y,0.0,157500.0,755190.0,36459.0,675000.0,Other_A,Working,Secondary / secondary special,Married,House / apartment,-13459.0,-236.0,Laborers,2.0,2.0,,0.367386407,0.450747282
105254.0,0.0,Cash loans,M,Y,N,0.0,157500.0,808650.0,31464.0,675000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,-13194.0,-652.0,Drivers,2.0,2.0,,0.513119421,0.000527265
105255.0,0.0,Revolving loans,M,Y,Y,2.0,180000.0,540000.0,27000.0,540000.0,Family,Working,Secondary / secondary special,Married,House / apartment,-20713.0,-661.0,Drivers,4.0,2.0,,0.726848441,0.718032811
105256.0,0.0,Cash loans,F,N,Y,1.0,315000.0,651595.5,28831.5,526500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,-16760.0,-2605.0,Core staff,3.0,2.0,0.494409851,0.548677526,0.425892898
105257.0,0.0,Cash loans,F,N,N,0.0,81000.0,497520.0,39438.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12836.0,-1444.0,Laborers,2.0,3.0,0.394080945,0.633059144,0.558506628
105258.0,0.0,Cash loans,F,N,N,0.0,171000.0,269550.0,17820.0,225000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-9289.0,-1153.0,,2.0,2.0,,0.748619948,0.586740009
105259.0,1.0,Cash loans,F,N,N,0.0,121500.0,521280.0,27292.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,-14640.0,-4397.0,Medicine staff,1.0,3.0,,0.361379766,0.345784802
105260.0,0.0,Cash loans,F,Y,N,0.0,40500.0,490536.0,17748.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17518.0,-3259.0,Sales staff,2.0,2.0,,0.187288995,0.567379237
105261.0,0.0,Cash loans,F,N,N,0.0,135000.0,900000.0,26316.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-21260.0,365243.0,,1.0,2.0,,0.210678877,0.434733249
105262.0,0.0,Revolving loans,F,Y,Y,0.0,225000.0,157500.0,7875.0,157500.0,Unaccompanied,Working,Higher education,Married,With parents,-9104.0,-1108.0,,2.0,2.0,,0.469648773,0.661023539
105263.0,1.0,Cash loans,M,Y,Y,0.0,157500.0,640080.0,29970.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-13973.0,-1768.0,Core staff,1.0,2.0,,0.667379984,0.665854922
105264.0,0.0,Cash loans,F,N,Y,0.0,112500.0,1113133.5,32674.5,972000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,-21864.0,-824.0,Core staff,2.0,2.0,0.675213515,0.633495892,0.595456203
105265.0,0.0,Cash loans,M,N,Y,0.0,112500.0,712944.0,34429.5,567000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10283.0,-777.0,Sales staff,1.0,3.0,,0.245349553,
105267.0,0.0,Revolving loans,F,N,Y,0.0,117000.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20123.0,365243.0,,2.0,2.0,0.723654187,0.45055738,0.101459357
105268.0,0.0,Cash loans,M,Y,Y,0.0,337500.0,495000.0,50850.0,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14156.0,-7220.0,,2.0,1.0,0.460150602,0.725199891,0.352339973
105269.0,0.0,Cash loans,F,N,Y,1.0,135000.0,450000.0,17140.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-11596.0,-2296.0,Sales staff,3.0,2.0,0.448173526,0.413598644,
105270.0,0.0,Revolving loans,F,Y,Y,1.0,342000.0,900000.0,45000.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-15547.0,-7787.0,Accountants,3.0,2.0,0.457527701,0.679840652,0.382501804
105272.0,0.0,Cash loans,F,Y,Y,0.0,117000.0,679500.0,39856.5,679500.0,Children,Working,Secondary / secondary special,Married,House / apartment,-18139.0,-526.0,Laborers,2.0,2.0,0.735788433,0.163187035,0.236610824
105273.0,0.0,Cash loans,F,N,N,0.0,135000.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-13305.0,-244.0,Sales staff,2.0,2.0,,0.466545339,0.576208836
105274.0,0.0,Cash loans,M,Y,Y,3.0,360000.0,1108269.0,47083.5,895500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-15367.0,-3375.0,Managers,5.0,3.0,0.529353773,0.599467237,0.586740009
105275.0,0.0,Cash loans,F,N,Y,0.0,135000.0,603000.0,45216.0,603000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11703.0,-224.0,,2.0,2.0,0.825788105,0.490009728,0.15951954
105277.0,0.0,Cash loans,F,N,Y,0.0,49500.0,225000.0,12694.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-24813.0,365243.0,,1.0,2.0,,0.582995997,0.863363382
105278.0,0.0,Cash loans,F,N,Y,0.0,112500.0,1042560.0,37575.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-16542.0,-759.0,Laborers,2.0,2.0,,0.647697192,0.684827659
105279.0,0.0,Cash loans,F,N,Y,0.0,157500.0,202500.0,9738.0,202500.0,Family,State servant,Higher education,Single / not married,House / apartment,-19984.0,-917.0,,1.0,3.0,0.474895426,0.527380014,0.64797686
105280.0,0.0,Cash loans,M,N,Y,1.0,112500.0,264888.0,27945.0,234000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-13075.0,-188.0,,3.0,2.0,0.860336384,0.467160383,0.470456116
105281.0,0.0,Cash loans,F,N,Y,1.0,126000.0,343377.0,22486.5,283500.0,Family,Working,Secondary / secondary special,Married,House / apartment,-12149.0,-1000.0,Sales staff,3.0,1.0,,0.602561044,
105283.0,0.0,Cash loans,M,N,Y,0.0,292500.0,417024.0,25330.5,360000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-9499.0,-544.0,Drivers,2.0,2.0,0.204383904,0.310794017,0.441835823
105284.0,0.0,Cash loans,F,N,Y,0.0,54000.0,810000.0,43285.5,810000.0,Family,Working,Secondary / secondary special,Married,House / apartment,-19652.0,-715.0,Sales staff,2.0,2.0,,0.725073494,
105285.0,0.0,Cash loans,M,N,N,0.0,225000.0,508495.5,21541.5,454500.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,-10066.0,-1704.0,High skill tech staff,1.0,2.0,,0.600946978,0.450747282
105286.0,0.0,Cash loans,F,N,Y,0.0,450000.0,675000.0,32602.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-15839.0,-2827.0,Sales staff,2.0,2.0,,0.597317867,0.520897599
105287.0,0.0,Cash loans,F,Y,Y,0.0,337500.0,1046142.0,30717.0,913500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-19878.0,365243.0,,2.0,3.0,,0.419732104,
105288.0,0.0,Cash loans,M,N,Y,0.0,225000.0,313438.5,24894.0,283500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-14301.0,-605.0,Laborers,1.0,2.0,0.379758645,0.254079674,0.511891802
105289.0,0.0,Cash loans,F,Y,Y,0.0,112500.0,755190.0,38686.5,675000.0,Unaccompanied,Working,Incomplete higher,Married,With parents,-8964.0,-2035.0,High skill tech staff,2.0,2.0,0.24067313,0.658246174,0.546023197
105290.0,0.0,Cash loans,F,N,N,0.0,135000.0,182448.0,20632.5,157500.0,Unaccompanied,Working,Higher education,Married,House / apartment,-10157.0,-2852.0,,2.0,2.0,0.799108882,0.496410195,0.276440695
105291.0,0.0,Cash loans,F,N,Y,0.0,99000.0,528633.0,22396.5,472500.0,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,-22192.0,-1470.0,Sales staff,1.0,2.0,,0.653735827,0.42765737
105293.0,0.0,Cash loans,F,N,N,1.0,90000.0,700830.0,20214.0,585000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,-16647.0,-9916.0,Core staff,3.0,2.0,,0.710241358,0.629674251
105294.0,0.0,Cash loans,F,N,N,2.0,157500.0,808650.0,22234.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12969.0,-2736.0,Sales staff,4.0,2.0,0.472449267,0.668824969,0.694092643
105295.0,0.0,Cash loans,F,N,Y,0.0,90000.0,835605.0,24561.0,697500.0,Family,Working,Secondary / secondary special,Married,House / apartment,-19209.0,-1837.0,Cooking staff,2.0,2.0,,0.64676852,0.802745476
105296.0,0.0,Cash loans,M,N,Y,0.0,112500.0,161730.0,8257.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11655.0,-3201.0,Low-skill Laborers,2.0,3.0,,0.506938929,0.277885689
105298.0,0.0,Cash loans,F,Y,Y,1.0,99000.0,225000.0,14377.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12492.0,-927.0,Accountants,3.0,2.0,0.096153253,0.596181231,0.452533559
105299.0,0.0,Cash loans,F,N,Y,0.0,157500.0,584766.0,24903.0,472500.0,Other_B,Working,Secondary / secondary special,Widow,House / apartment,-19183.0,-11891.0,Medicine staff,1.0,2.0,,0.24641596,0.000527265
105300.0,0.0,Cash loans,F,N,N,0.0,135000.0,450000.0,35685.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,-18075.0,-835.0,Core staff,2.0,1.0,,0.467938856,0.445396242
105301.0,0.0,Cash loans,F,N,Y,0.0,270000.0,900000.0,28876.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-22493.0,-3521.0,Cleaning staff,1.0,1.0,,0.697918342,0.457899551
105302.0,0.0,Revolving loans,M,Y,Y,1.0,202500.0,202500.0,10125.0,202500.0,Group of people,Commercial associate,Secondary / secondary special,Married,House / apartment,-19071.0,-827.0,Security staff,3.0,2.0,,0.621073119,0.767523105
105303.0,0.0,Revolving loans,M,Y,Y,2.0,193500.0,585000.0,29250.0,585000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-12331.0,-4071.0,High skill tech staff,4.0,3.0,0.502952972,0.501570877,0.42765737
105304.0,0.0,Cash loans,F,N,N,0.0,225000.0,453514.5,24732.0,391500.0,Unaccompanied,Working,Higher education,Single / not married,With parents,-9018.0,-342.0,Sales staff,1.0,2.0,0.429420869,0.163683346,
105305.0,0.0,Cash loans,F,N,Y,0.0,135000.0,1005120.0,29520.0,720000.0,Family,Working,Secondary / secondary special,Married,Office apartment,-10383.0,-714.0,Core staff,2.0,2.0,0.462485638,0.780257627,0.64797686
105306.0,0.0,Cash loans,M,Y,Y,1.0,202500.0,877500.0,42214.5,877500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15770.0,-4296.0,Laborers,3.0,2.0,,0.172279118,0.801600903
105307.0,0.0,Cash loans,F,N,N,0.0,225000.0,904500.0,88245.0,904500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-18658.0,-2875.0,Sales staff,1.0,2.0,0.603164524,0.677952907,0.538862707
105308.0,1.0,Cash loans,M,N,Y,1.0,112500.0,634482.0,24714.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12154.0,-691.0,Laborers,3.0,3.0,,0.070225418,
105309.0,0.0,Cash loans,F,Y,Y,2.0,135000.0,450000.0,30204.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-11134.0,-1428.0,Accountants,4.0,1.0,0.395231866,0.500116688,
105310.0,0.0,Cash loans,F,N,Y,0.0,67500.0,428854.5,20988.0,301500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-11068.0,-2304.0,,2.0,2.0,,0.46933832,0.368968738
105311.0,1.0,Cash loans,M,N,Y,1.0,450000.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-16462.0,-5073.0,Core staff,3.0,1.0,,0.720653364,
105312.0,0.0,Cash loans,F,Y,Y,1.0,135000.0,1113840.0,47322.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-16703.0,-3829.0,,3.0,2.0,,0.508130441,0.457899551
105313.0,0.0,Cash loans,F,N,Y,0.0,135000.0,1056447.0,34209.0,922500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16854.0,-6058.0,Medicine staff,2.0,2.0,,0.731452019,0.740799088
105314.0,0.0,Cash loans,F,N,Y,2.0,112500.0,314055.0,16573.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10542.0,-420.0,Cleaning staff,4.0,2.0,,0.206402008,0.542445144
105315.0,0.0,Cash loans,M,Y,Y,0.0,405000.0,589045.5,37773.0,508500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-9851.0,-1440.0,High skill tech staff,1.0,2.0,,0.480434925,0.651260219
105316.0,0.0,Cash loans,M,N,N,0.0,157500.0,284400.0,13963.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14076.0,-1467.0,Drivers,2.0,2.0,0.133822656,0.201583682,0.595456203
105317.0,0.0,Cash loans,F,N,N,1.0,315000.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,-15198.0,-5131.0,Secretaries,3.0,3.0,,0.427281208,0.479448981
105318.0,0.0,Cash loans,M,Y,N,0.0,112500.0,1288350.0,34114.5,1125000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-21212.0,-3008.0,Drivers,2.0,2.0,0.532869269,0.673405361,0.687932838
105319.0,1.0,Cash loans,F,N,Y,0.0,84150.0,265536.0,12901.5,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22698.0,365243.0,,2.0,3.0,,0.495623012,0.111042402
105320.0,0.0,Cash loans,F,N,N,0.0,171000.0,765000.0,22365.0,765000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,-16206.0,-2693.0,Core staff,1.0,2.0,0.828227547,0.64969055,0.669056695
105321.0,0.0,Cash loans,F,N,Y,0.0,67500.0,312768.0,15174.0,270000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,-23770.0,365243.0,,1.0,2.0,,0.596128584,0.742181612
105322.0,0.0,Revolving loans,F,N,Y,0.0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,-9686.0,-428.0,Core staff,2.0,2.0,0.543546144,0.681067391,0.729566691
105323.0,0.0,Cash loans,F,Y,Y,0.0,157500.0,945000.0,40167.0,945000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-19065.0,-2404.0,Accountants,2.0,2.0,0.826395127,0.705629599,0.569148771
105324.0,0.0,Cash loans,F,N,N,1.0,135000.0,364896.0,15588.0,315000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,-16534.0,-3876.0,Cooking staff,3.0,2.0,,0.536216665,0.479448981
105325.0,0.0,Cash loans,M,Y,Y,0.0,247500.0,1006920.0,51543.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-17294.0,-2853.0,Laborers,2.0,2.0,,0.578406333,0.590233339
105326.0,1.0,Cash loans,F,Y,Y,1.0,157500.0,544500.0,27931.5,544500.0,Family,Working,Secondary / secondary special,Married,House / apartment,-13001.0,-814.0,Managers,3.0,2.0,,0.199763228,0.342528872
105327.0,0.0,Revolving loans,F,N,Y,0.0,135000.0,405000.0,20250.0,405000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,-8411.0,-1158.0,Sales staff,1.0,2.0,,0.701181566,0.544234741
105328.0,0.0,Revolving loans,F,N,Y,0.0,157500.0,315000.0,15750.0,315000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-17706.0,-7209.0,Medicine staff,2.0,3.0,,0.374028222,0.263646813
105329.0,0.0,Revolving loans,F,N,Y,0.0,207000.0,585000.0,29250.0,585000.0,Unaccompanied,State servant,Higher education,Widow,House / apartment,-21245.0,-3910.0,Managers,1.0,2.0,,0.67747528,0.422369652
105330.0,0.0,Cash loans,F,N,N,0.0,171000.0,814041.0,23931.0,679500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-22548.0,365243.0,,1.0,2.0,,0.418709857,0.664248263
105331.0,0.0,Cash loans,F,N,Y,1.0,81000.0,512064.0,25033.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-8990.0,-977.0,Medicine staff,3.0,3.0,,0.469512606,
105334.0,0.0,Cash loans,M,N,N,0.0,99000.0,291384.0,20407.5,270000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21826.0,365243.0,,2.0,2.0,,,
105335.0,0.0,Cash loans,F,N,Y,0.0,135000.0,651600.0,23535.0,562500.0,Group of people,Working,Higher education,Civil marriage,House / apartment,-13123.0,-2666.0,Accountants,2.0,2.0,0.651808419,0.599524991,0.522697317
105336.0,0.0,Cash loans,F,N,Y,0.0,90000.0,417024.0,28341.0,360000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-19348.0,-5376.0,Core staff,2.0,3.0,,0.526148036,
105337.0,0.0,Cash loans,F,N,N,1.0,202500.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-15777.0,-4387.0,Core staff,3.0,2.0,0.838042674,0.392108134,0.786266615
105338.0,0.0,Cash loans,F,N,Y,1.0,270000.0,817560.0,29362.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-17361.0,-2491.0,Managers,3.0,1.0,0.6578084,0.649999055,0.689479143
105339.0,1.0,Cash loans,F,N,Y,0.0,142200.0,1125000.0,37309.5,1125000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-20658.0,365243.0,,2.0,2.0,0.764580044,0.705416068,0.310818254
105340.0,0.0,Cash loans,F,N,Y,0.0,193500.0,975771.0,28660.5,814500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20735.0,365243.0,,2.0,2.0,0.74041052,0.627233936,0.474051289
105341.0,0.0,Cash loans,F,Y,Y,0.0,225000.0,825588.0,44113.5,765000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,-16994.0,-4462.0,Core staff,1.0,2.0,0.816189597,0.782662658,0.638043528
105342.0,0.0,Cash loans,M,N,N,2.0,135000.0,544491.0,17563.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-12868.0,-3652.0,,4.0,2.0,,0.326602762,0.115386662
105346.0,0.0,Cash loans,F,Y,Y,2.0,202500.0,239850.0,25447.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13541.0,-738.0,Core staff,4.0,2.0,0.719942658,0.61561841,0.466864006
105347.0,0.0,Revolving loans,F,N,Y,0.0,76500.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12212.0,-1931.0,Laborers,2.0,2.0,0.367938032,0.220597243,0.684827659
105348.0,0.0,Cash loans,M,N,Y,0.0,157500.0,408780.0,20011.5,337500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-10514.0,-153.0,Sales staff,1.0,2.0,0.054227219,0.219022187,0.689479143
105349.0,0.0,Cash loans,M,N,Y,0.0,135000.0,66222.0,7155.0,58500.0,Family,Working,Higher education,Single / not married,House / apartment,-14770.0,-884.0,Drivers,1.0,2.0,,0.709687506,0.780143638
105350.0,0.0,Cash loans,M,Y,Y,0.0,270000.0,1333179.0,71028.0,1260000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18061.0,-2827.0,Managers,2.0,2.0,,0.691924071,0.624614658
105351.0,0.0,Cash loans,M,N,N,1.0,180000.0,450000.0,29227.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11137.0,-361.0,Sales staff,3.0,2.0,,0.633683727,0.358951229
105352.0,0.0,Cash loans,M,N,N,0.0,85500.0,521280.0,22086.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19545.0,-1106.0,Laborers,2.0,2.0,,0.474509999,0.681705878
105353.0,0.0,Cash loans,M,N,N,0.0,202500.0,364896.0,28782.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11357.0,-476.0,High skill tech staff,1.0,1.0,,0.744623808,0.726711209
105354.0,0.0,Cash loans,F,N,Y,0.0,45000.0,71955.0,7245.0,67500.0,Children,Working,Secondary / secondary special,Married,House / apartment,-19919.0,-3622.0,Laborers,2.0,2.0,,0.26525634,
105355.0,0.0,Cash loans,M,Y,Y,0.0,112500.0,76410.0,8356.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11848.0,-3063.0,Laborers,2.0,2.0,0.564218793,0.512726067,
105356.0,0.0,Cash loans,F,N,N,0.0,135000.0,808650.0,23773.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18839.0,-5962.0,Accountants,2.0,2.0,0.665584678,0.670286111,0.698667555
105358.0,0.0,Revolving loans,F,N,Y,0.0,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-19846.0,-5393.0,,2.0,2.0,,0.638643898,
105360.0,0.0,Cash loans,F,N,Y,0.0,157500.0,509602.5,26149.5,387000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21034.0,365243.0,,2.0,2.0,,0.45475079,0.783832434
105361.0,0.0,Cash loans,F,Y,Y,0.0,202500.0,900000.0,60390.0,900000.0,Unaccompanied,Commercial associate,Higher education,Widow,With parents,-19494.0,-4780.0,Managers,1.0,2.0,0.783139476,0.69122442,0.744932185
105362.0,0.0,Cash loans,F,Y,N,0.0,90000.0,152820.0,10341.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15719.0,-2610.0,Drivers,2.0,2.0,,0.634419448,0.318595524
105363.0,1.0,Cash loans,F,Y,N,0.0,112500.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-13744.0,-980.0,Sales staff,2.0,3.0,,0.491917049,
105364.0,0.0,Cash loans,F,N,Y,0.0,135000.0,284400.0,18643.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-9585.0,-1314.0,Waiters/barmen staff,1.0,2.0,,0.573733559,0.684827659
105365.0,0.0,Cash loans,M,Y,Y,1.0,157500.0,269550.0,21609.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-11797.0,-3398.0,,3.0,2.0,,0.599320213,0.511891802
105368.0,0.0,Cash loans,F,N,Y,0.0,135000.0,338832.0,17428.5,292500.0,Unaccompanied,Pensioner,Incomplete higher,Married,House / apartment,-16949.0,365243.0,,2.0,2.0,0.797456317,0.398506136,0.736622698
105369.0,0.0,Revolving loans,F,N,Y,1.0,247500.0,405000.0,20250.0,405000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,-16175.0,-4259.0,,2.0,2.0,0.480534798,0.664607311,0.651260219
105371.0,0.0,Cash loans,F,Y,N,2.0,117000.0,894766.5,29700.0,679500.0,"Spouse, partner",Working,Higher education,Married,House / apartment,-11148.0,-1330.0,Core staff,4.0,2.0,0.57220827,0.661436484,0.50107516
105372.0,0.0,Cash loans,F,N,N,1.0,90000.0,330048.0,15516.0,216000.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,-14171.0,-2307.0,Laborers,3.0,2.0,,0.54619081,0.547810466
105373.0,0.0,Cash loans,F,N,Y,0.0,157500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-18650.0,-1892.0,Laborers,1.0,2.0,,0.692888143,0.517296581
105374.0,0.0,Cash loans,M,N,Y,0.0,270000.0,1096020.0,56092.5,900000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,-9906.0,-2741.0,Laborers,2.0,1.0,,0.659617328,0.590233339
105375.0,0.0,Cash loans,M,N,N,0.0,180000.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12546.0,-1009.0,Laborers,2.0,2.0,0.479886112,0.657429103,0.331250865
105376.0,0.0,Cash loans,F,N,Y,0.0,162000.0,607500.0,26887.5,607500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22299.0,365243.0,,2.0,2.0,0.547788751,0.372421975,0.70918911
105378.0,0.0,Cash loans,M,Y,Y,0.0,135000.0,391090.5,16699.5,297000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-22139.0,-735.0,,1.0,2.0,,0.725165026,0.7136314
105379.0,1.0,Cash loans,F,N,Y,2.0,189000.0,896647.5,45909.0,787500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-17979.0,-3590.0,Laborers,4.0,2.0,0.868566497,0.709701022,0.649620311
105380.0,0.0,Cash loans,M,N,N,1.0,180000.0,904500.0,29178.0,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13964.0,-339.0,Waiters/barmen staff,3.0,2.0,,0.731636683,0.470456116
105381.0,0.0,Cash loans,F,N,Y,0.0,36000.0,123993.0,8946.0,103500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23977.0,365243.0,,2.0,2.0,,0.605004085,
105382.0,0.0,Revolving loans,M,Y,Y,0.0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11869.0,-530.0,Core staff,1.0,2.0,0.35152224,0.781749948,0.515495375
105383.0,1.0,Cash loans,F,N,Y,0.0,202500.0,454500.0,17739.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,-15071.0,-1996.0,High skill tech staff,1.0,2.0,0.428165137,0.674572955,0.119119065
